,,l-League,l-Year,l-Rank,l-Rank_SC,l-W_SC,l-D_SC,l-L_SC,l-+/-_SC,l-Pts_SC,l-Goals_For_SC,l-Goals_Against_SC,l-VRank_SC,l-Avg_Player_Value_(m)_SC,l-Value_(m)_SC,l-Squad_SC,l-Avg_Age_SC,l-Foreigners_SC,League,Year,Rank,Rank_SC,W_SC,D_SC,L_SC,+/-_SC,Pts_SC,Goals_For_SC,Goals_Against_SC,VRank_SC,Avg_Player_Value_(m)_SC,Value_(m)_SC,Squad_SC,Avg_Age_SC,Foreigners_SC
Netherlands,PSV Eindhoven,NL1,2009.0,4.0,0.2222222222222222,0.5588235294117647,0.23529411764705882,0.20588235294117646,1.1176470588235294,1.911764705882353,2.088235294117647,0.9705882352941176,0.16666666666666666,1.5740300112020214,1.3695860926551837,-0.49721207348800506,-0.4574662417259175,0.800276960368346,NL1,2010.0,3.0,0.16666666666666666,0.6764705882352942,0.2647058823529412,0.058823529411764705,1.2647058823529411,2.2941176470588234,2.1176470588235294,0.8529411764705882,0.1111111111111111,1.6468572920206295,1.718622564855783,-0.11360702676647108,0.6795012269904349,0.5589565568382149
Netherlands,Ajax Amsterdam,NL1,2009.0,3.0,0.16666666666666666,0.6176470588235294,0.14705882352941177,0.23529411764705882,0.9705882352941176,2.0,2.176470588235294,1.2058823529411764,0.05555555555555555,2.254859222271479,2.5565556166417203,0.8189375328037728,-1.0353183365376126,1.2239529982104114,NL1,2010.0,2.0,0.1111111111111111,0.7941176470588235,0.11764705882352941,0.08823529411764706,2.5294117647058822,2.5,3.1176470588235294,0.5882352941176471,0.05555555555555555,2.38694087690871,2.4822000352987126,-0.11360702676647108,0.1235456776346205,1.3480716959039298
Netherlands,AZ Alkmaar,NL1,2009.0,1.0,0.05555555555555555,0.7352941176470589,0.14705882352941177,0.11764705882352941,1.2941176470588236,2.3529411764705883,1.9411764705882353,0.6470588235294118,0.1111111111111111,2.009314260902167,1.4513512870716223,-1.2869018372630718,-1.6131704313493027,0.3766009225262806,NL1,2010.0,5.0,0.2777777777777778,0.5588235294117647,0.14705882352941177,0.29411764705882354,0.8823529411764706,1.8235294117647058,1.8823529411764706,1.0,0.16666666666666666,1.7085309240946362,1.474415355840251,-1.3405629158443553,0.5405123396514838,0.9535141263710724
Netherlands,Feyenoord Rotterdam,NL1,2009.0,7.0,0.3888888888888889,0.35294117647058826,0.2647058823529412,0.38235294117647056,0.23529411764705882,1.3235294117647058,1.588235294117647,1.3529411764705883,0.2222222222222222,0.6811392425863388,1.1833813221774114,2.1350871390955506,0.12038585308577261,-0.047075115315784885,NL1,2010.0,4.0,0.2222222222222222,0.5,0.35294117647058826,0.14705882352941177,0.6764705882352942,1.8529411764705883,1.588235294117647,0.9117647058823529,0.2222222222222222,1.0712367259965667,0.9619241707231502,-0.9315776194850606,0.1235456776346205,-0.6247161517603576
Netherlands,SC Heerenveen,NL1,2009.0,5.0,0.2777777777777778,0.5,0.2647058823529412,0.23529411764705882,0.2647058823529412,1.7647058823529411,1.9411764705882353,1.6764705882352942,0.3333333333333333,0.07843797377075282,0.3475211624496998,1.6086272965788395,-1.1797813602405327,2.283143092815575,NL1,2010.0,11.0,0.6111111111111112,0.3235294117647059,0.11764705882352941,0.5588235294117647,-0.5882352941176471,1.088235294117647,1.2941176470588236,1.8823529411764706,0.3333333333333333,-0.13139909944656444,0.11407801547908641,2.340304751389297,-0.57139875906015,1.7426292654367872
Netherlands,Twente Enschede FC,NL1,2009.0,2.0,0.1111111111111111,0.5882352941176471,0.2647058823529412,0.14705882352941177,0.9117647058823529,2.0294117647058822,1.8235294117647058,0.9117647058823529,0.2777777777777778,0.5918501657247704,0.582853759824744,0.02924776902870607,0.5537749241945428,-0.047075115315784885,NL1,2010.0,1.0,0.05555555555555555,0.7941176470588235,0.14705882352941177,0.058823529411764705,1.1764705882352942,2.5294117647058822,1.8529411764705883,0.6764705882352942,0.2777777777777778,0.6600791788365218,0.6884808873888577,-0.11360702676647108,0.26253456497357164,0.7562353416046436
Netherlands,Vitesse Arnhem,NL1,2009.0,10.0,0.5555555555555556,0.3235294117647059,0.29411764705882354,0.38235294117647056,-0.20588235294117646,1.2647058823529411,1.2058823529411764,1.411764705882353,0.4444444444444444,-0.36577518361554945,-0.4237513647137659,-0.49721207348800506,-0.8908553128346876,-0.682589172078883,NL1,2010.0,14.0,0.7777777777777778,0.23529411764705882,0.23529411764705882,0.5294117647058824,-0.7058823529411765,0.9411764705882353,1.1176470588235294,1.8235294117647058,0.5,-0.45826934943880004,-0.4981597761373163,-0.5225923231257658,-1.82229874511074,-1.4138312908260724
Netherlands,Roda JC Kerkrade,NL1,2009.0,16.0,0.8888888888888888,0.20588235294117646,0.2647058823529412,0.5294117647058824,-0.5882352941176471,0.8823529411764706,1.1176470588235294,1.7058823529411764,0.6111111111111112,-0.39925858743863757,-0.5165101987156081,-1.023671916004716,0.6982379478974678,1.2239529982104114,NL1,2010.0,9.0,0.5,0.4117647058823529,0.14705882352941177,0.4411764705882353,-0.11764705882352941,1.3823529411764706,1.6470588235294117,1.7647058823529411,0.6666666666666666,-0.6720712739620233,-0.6691048224481884,0.29537826959282365,0.26253456497357164,1.7426292654367872
Netherlands,RKC Waalwijk,,,,,,,,,,,,,,,,,,NL1,2010.0,18.0,1.0,0.14705882352941177,0.0,0.8529411764705882,-1.4705882352941178,0.4411764705882353,0.8823529411764706,2.3529411764705883,1.0,-0.8920405616926473,-0.9477074130152032,-0.9315776194850606,-0.8493765337380573,-0.4274373669939288
Netherlands,Willem II Tilburg,NL1,2009.0,12.0,0.6666666666666666,0.29411764705882354,0.20588235294117646,0.5,-0.7058823529411765,1.088235294117647,1.0294117647058822,1.7352941176470589,0.7222222222222222,-0.7095381295325874,-0.7405056052682049,-0.49721207348800506,0.12038585308577261,-0.047075115315784885,NL1,2010.0,17.0,0.9444444444444444,0.20588235294117646,0.058823529411764705,0.7352941176470589,-1.0,0.6764705882352942,1.0588235294117647,2.0588235294117645,0.8888888888888888,-0.7769164484878347,-0.780889812490509,0.29537826959282365,-0.9883654210770134,-0.032879797461071336
Netherlands,FC Utrecht,NL1,2009.0,9.0,0.5,0.3235294117647059,0.3235294117647059,0.35294117647058826,-0.08823529411764706,1.2941176470588236,1.2058823529411764,1.2941176470588236,0.5,-0.4338581047224953,-0.42615622337307296,0.02924776902870607,0.12038585308577261,-0.4707511531578503,NL1,2010.0,7.0,0.3888888888888889,0.4117647058823529,0.3235294117647059,0.2647058823529412,0.17647058823529413,1.5588235294117647,1.1470588235294117,0.9705882352941176,0.4444444444444444,-0.18279379284156988,-0.2591118743545073,-0.9315776194850606,0.26253456497357164,-0.23015858222750007
Netherlands,FC Groningen,NL1,2009.0,6.0,0.3333333333333333,0.5,0.14705882352941177,0.35294117647058826,0.5,1.6470588235294117,1.5588235294117647,1.0588235294117647,0.3888888888888889,0.17888818524001698,0.03248467808048013,-0.7604419947463606,-0.4574662417259175,0.800276960368346,NL1,2010.0,8.0,0.4444444444444444,0.4117647058823529,0.20588235294117646,0.38235294117647056,0.029411764705882353,1.4411764705882353,1.411764705882353,1.3823529411764706,0.3888888888888889,-0.21363060887857327,-0.06546587621965641,1.5223341586707078,-1.1273543084159694,0.7562353416046436
Netherlands,NEC Nijmegen,NL1,2009.0,11.0,0.6111111111111112,0.2647058823529412,0.4411764705882353,0.29411764705882354,0.029411764705882353,1.2352941176470589,1.2058823529411764,1.1764705882352942,0.5555555555555556,-0.4305097643401865,-0.5130746863451695,-0.7604419947463606,0.40931190049161764,-0.4707511531578503,NL1,2010.0,13.0,0.7222222222222222,0.23529411764705882,0.2647058823529412,0.5,-0.7058823529411765,0.9705882352941176,1.0294117647058822,1.7352941176470589,0.6111111111111112,-0.5826445074547136,-0.622671057353686,-0.5225923231257658,0.26253456497357164,-0.6247161517603576
Netherlands,ADO Den Haag,NL1,2009.0,14.0,0.7777777777777778,0.23529411764705882,0.23529411764705882,0.5294117647058824,-0.5,0.9411764705882353,1.2058823529411764,1.7058823529411764,0.7777777777777778,-0.8010594333156948,-0.7697074604169329,0.2924776902870616,1.1316270190062327,-0.8944271909999157,NL1,2010.0,15.0,0.8333333333333334,0.20588235294117646,0.2647058823529412,0.5294117647058824,-0.6176470588235294,0.8823529411764706,1.1176470588235294,1.7352941176470589,0.7777777777777778,-0.798502219713737,-0.733768139764977,1.9313194550300026,1.5134345510241616,-0.8219949365267862
Netherlands,NAC Breda,NL1,2009.0,8.0,0.4444444444444444,0.38235294117647056,0.17647058823529413,0.4411764705882353,-0.2647058823529412,1.3235294117647058,1.3235294117647058,1.588235294117647,0.6666666666666666,-0.5264955219663724,-0.5171973011896958,0.02924776902870607,2.8651833034413134,-1.1062652099209485,NL1,2010.0,10.0,0.5555555555555556,0.35294117647058826,0.29411764705882354,0.35294117647058826,-0.20588235294117646,1.3529411764705883,1.2352941176470589,1.4411764705882353,0.5555555555555556,-0.5692818871720121,-0.5583516938524121,0.29537826959282365,2.4863567623968392,-1.4138312908260724
Netherlands,De Graafschap Doetinchem,NL1,2009.0,17.0,0.9444444444444444,0.20588235294117646,0.2647058823529412,0.5294117647058824,-1.0,0.8823529411764706,0.7058823529411765,1.7058823529411764,0.8333333333333334,-0.9483864101372826,-0.8349821954552663,1.871857217837195,0.40931190049161764,-0.682589172078883,,,,,,,,,,,,,,,,,
Netherlands,Heracles Almelo,NL1,2009.0,15.0,0.8333333333333334,0.20588235294117646,0.3235294117647059,0.47058823529411764,-0.5294117647058824,0.9411764705882353,1.0294117647058822,1.5588235294117647,0.8888888888888888,-0.8680262409618711,-0.8377306053516173,0.2924776902870616,-0.3130032180229975,0.5884389414473132,NL1,2010.0,6.0,0.3333333333333333,0.5,0.14705882352941177,0.35294117647058826,0.14705882352941177,1.6470588235294117,1.588235294117647,1.4411764705882353,0.9444444444444444,-0.8118648399964385,-0.8524322061175944,-0.5225923231257658,0.40152345231252773,-0.4274373669939288
Netherlands,Sparta Rotterdam,NL1,2009.0,13.0,0.7222222222222222,0.2647058823529412,0.23529411764705882,0.5,-0.5882352941176471,1.0294117647058822,1.3529411764705883,1.9411764705882353,0.9444444444444444,-0.8233817025310869,-0.8463193862777137,-0.49721207348800506,-0.8908553128346876,-0.8944271909999157,NL1,2010.0,16.0,0.8888888888888888,0.17647058823529413,0.23529411764705882,0.5882352941176471,-1.0588235294117647,0.7647058823529411,0.8823529411764706,1.9411764705882353,0.8333333333333334,-0.7707490852804341,-0.775042597626757,0.29537826959282365,-1.2663431957549205,-1.2165525060596438
Netherlands,VVV-Venlo,,,,,,,,,,,,,,,,,,NL1,2010.0,12.0,0.6666666666666666,0.23529411764705882,0.3235294117647059,0.4411764705882353,-0.4117647058823529,1.0294117647058822,1.2647058823529411,1.6764705882352942,0.7222222222222222,-0.613481323491717,-0.6770157602050295,-0.9315776194850606,-0.29342098438224284,-0.6247161517603576
Netherlands,FC Volendam,NL1,2009.0,18.0,1.0,0.20588235294117646,0.23529411764705882,0.5588235294117647,-0.8529411764705882,0.8529411764705882,1.1176470588235294,1.9705882352941178,1.0,-1.062229983135782,-1.0977988917938193,-1.2869018372630718,0.40931190049161764,-1.9536172856050793,,,,,,,,,,,,,,,,,
Portugal,SL Benfica,PO1,2009.0,3.0,0.1875,0.5666666666666667,0.26666666666666666,0.16666666666666666,0.7333333333333333,1.9666666666666666,1.8,1.0666666666666667,0.125,2.5494507061567804,2.1109155995391333,-1.523856097070899,-0.07479469178012342,0.2904420113410624,PO1,2010.0,1.0,0.0625,0.8,0.13333333333333333,0.06666666666666667,1.9333333333333333,2.533333333333333,2.6,0.6666666666666666,0.0625,2.3322773295287917,2.129772289459575,0.47537843317872325,-1.0154962191509513,1.2205656738837622
Portugal,FC Porto,PO1,2009.0,1.0,0.0625,0.7,0.23333333333333334,0.06666666666666667,1.4333333333333333,2.3333333333333335,2.033333333333333,0.6,0.0625,1.8884251143001203,2.3078645487765317,0.9768308314557045,-1.0150708170159772,0.4924886279261493,PO1,2010.0,3.0,0.1875,0.7,0.16666666666666666,0.13333333333333333,1.4666666666666666,2.2666666666666666,2.3333333333333335,0.8666666666666667,0.125,2.268265012792147,2.0702672276067626,0.47537843317872325,-1.8656791003005813,0.32473765635439544
Portugal,Sporting CP,PO1,2009.0,2.0,0.125,0.6666666666666666,0.2,0.13333333333333333,0.8333333333333334,2.2,1.5,0.6666666666666666,0.1875,1.617235127897388,1.6332096375590615,-0.27351263280759724,-1.4424690557595465,-0.9218376881694589,PO1,2010.0,4.0,0.25,0.43333333333333335,0.3,0.26666666666666666,0.5333333333333333,1.6,1.4,0.8666666666666667,0.1875,1.4178156618624436,1.8134559080314667,1.9318570369603434,-1.8656791003005813,-0.03359355065735126
Portugal,SC Braga,PO1,2009.0,5.0,0.3125,0.43333333333333335,0.36666666666666664,0.2,0.5666666666666667,1.6666666666666667,1.2666666666666666,0.7,0.25,0.14263957683253078,0.2503765897220113,0.664244965389879,-0.3312336350262656,0.2904420113410624,PO1,2010.0,2.0,0.125,0.7333333333333333,0.16666666666666666,0.1,0.9333333333333333,2.3666666666666667,1.6,0.6666666666666666,0.25,0.13756932712955625,0.4636305575808273,2.41734990488755,-1.2044257482953131,1.578896880895509
Portugal,Vitória Guimarães SC,PO1,2009.0,8.0,0.5,0.3333333333333333,0.26666666666666666,0.4,-0.13333333333333333,1.2666666666666666,1.0666666666666667,1.2,0.3125,-0.32940049324972515,-0.2776142103612261,0.664244965389879,0.18164425146601576,-0.11365122182911137,PO1,2010.0,6.0,0.375,0.36666666666666664,0.26666666666666666,0.36666666666666664,-0.1,1.3666666666666667,1.0333333333333334,1.1333333333333333,0.375,-0.21632733825732056,-0.334990009391129,-0.6574382586514258,0.9682638368648566,-1.1085871716925915
Portugal,CS Marítimo,PO1,2009.0,9.0,0.5625,0.3,0.3333333333333333,0.36666666666666664,-0.03333333333333333,1.2333333333333334,1.1666666666666667,1.2,0.4375,-0.513301202779078,-0.3879614939765058,2.227174295719006,0.43808319471215795,1.9068149440217574,PO1,2010.0,5.0,0.3125,0.36666666666666664,0.26666666666666666,0.36666666666666664,-0.03333333333333333,1.3666666666666667,1.4,1.4333333333333333,0.3125,-0.38093043843726315,-0.3301878465047617,0.6372093891544588,0.6848695431483122,1.578896880895509
Portugal,Rio Ave FC,PO1,2009.0,12.0,0.75,0.26666666666666666,0.2,0.5333333333333333,-0.5,1.0,0.6666666666666666,1.1666666666666667,0.9375,-0.5861835116248124,-0.6324016792002268,-0.5860984988734227,1.2074000244505845,-1.3259309213396326,PO1,2010.0,12.0,0.75,0.2,0.43333333333333335,0.36666666666666664,-0.36666666666666664,1.0333333333333334,0.7333333333333333,1.1,1.0,-0.6278350887071772,-0.6763611537046318,-1.1429311265786324,1.2516581305814012,-1.2877527751984648
Portugal,CF Os Belenenses,PO1,2009.0,15.0,0.9375,0.16666666666666666,0.3,0.5333333333333333,-0.8,0.8,0.9333333333333333,1.7333333333333334,0.5,-0.5209284211466548,-0.43545272996282874,1.6020025635873554,-0.758631873769835,1.9068149440217574,PO1,2010.0,15.0,0.9375,0.13333333333333333,0.36666666666666664,0.5,-0.7,0.7666666666666667,0.7666666666666667,1.4666666666666666,0.625,-0.5391323069435414,-0.5406478547420771,-0.17194539072421905,-0.4487076317178624,-0.2127591541632246
Portugal,CF Os Belenenses,PO1,2009.0,15.0,0.9375,0.16666666666666666,0.3,0.5333333333333333,-0.8,0.8,0.9333333333333333,1.7333333333333334,0.5,-0.5209284211466548,-0.43545272996282874,1.6020025635873554,-0.758631873769835,1.9068149440217574,PO1,2010.0,15.0,0.9375,0.13333333333333333,0.36666666666666664,0.5,-0.7,0.7666666666666667,0.7666666666666667,1.4666666666666666,0.625,-0.5391323069435414,-0.5406478547420771,-0.17194539072421905,-0.4487076317178624,-0.2127591541632246
Portugal,Vitória Setúbal FC,PO1,2009.0,14.0,0.875,0.23333333333333334,0.16666666666666666,0.6,-0.8333333333333334,0.8666666666666667,0.7,1.5333333333333334,0.5625,-0.44804611230092056,-0.4955151754749431,-0.5860984988734227,0.010684955968588625,0.2904420113410624,PO1,2010.0,14.0,0.875,0.16666666666666666,0.3333333333333333,0.5,-0.9333333333333333,0.8333333333333334,0.9666666666666667,1.9,0.75,-0.6122892403568492,-0.6329328980366143,-0.6574382586514258,0.11808095571522659,-0.7502559646808447
Portugal,CD Nacional,PO1,2009.0,4.0,0.25,0.5,0.23333333333333334,0.26666666666666666,0.5,1.7333333333333334,1.5666666666666667,1.0666666666666667,0.625,-0.5378777952968257,-0.584910443213904,-0.5860984988734227,-1.9553469422518308,1.09862847768141,PO1,2010.0,7.0,0.4375,0.3333333333333333,0.3,0.36666666666666664,-0.3333333333333333,1.3,1.2,1.5333333333333334,0.4375,-0.3233193533742833,-0.3809237413476859,-0.3337763466999546,-0.2597781025735005,1.3997312773896355
Portugal,União de Leiria,,,,,,,,,,,,,,,,,,PO1,2010.0,10.0,0.625,0.3,0.26666666666666666,0.43333333333333335,-0.2,1.1666666666666667,1.1666666666666667,1.3666666666666667,0.9375,-0.6699003254198291,-0.6575700815405858,-0.3337763466999546,0.9682638368648566,0.32473765635439544
Portugal,Académica Coimbra,PO1,2009.0,7.0,0.4375,0.3333333333333333,0.3,0.36666666666666664,-0.13333333333333333,1.3,0.9333333333333333,1.0666666666666667,0.8125,-0.5692341374746416,-0.6156400664991717,-0.5860984988734227,0.0961646037173037,-0.719791071584372,PO1,2010.0,11.0,0.6875,0.26666666666666666,0.3,0.43333333333333335,-0.16666666666666666,1.1,1.2333333333333334,1.4,0.5,-0.49706707023088936,-0.519768885670915,-0.3337763466999546,0.11808095571522659,-1.2877527751984648
Portugal,FC Paços de Ferreira,PO1,2009.0,11.0,0.6875,0.26666666666666666,0.26666666666666666,0.4666666666666667,-0.3,1.0666666666666667,1.1,1.4,0.75,-0.6277094782927307,-0.6114496633239079,0.664244965389879,1.1219203767018695,-0.31569783841419824,PO1,2010.0,9.0,0.5625,0.26666666666666666,0.36666666666666664,0.36666666666666664,-0.16666666666666666,1.1666666666666667,1.0666666666666667,1.2333333333333334,0.6875,-0.6369797053838406,-0.5803178959772854,0.47537843317872325,0.11808095571522659,-0.03359355065735126
Portugal,Naval 1º de Maio,PO1,2009.0,13.0,0.8125,0.23333333333333334,0.26666666666666666,0.5,-0.4666666666666667,0.9666666666666667,0.8333333333333334,1.3,1.0,-0.5955056674074063,-0.6743057109528647,-1.2112702310050736,-0.07479469178012342,0.2904420113410624,PO1,2010.0,8.0,0.5,0.3333333333333333,0.2,0.4666666666666667,-0.5,1.2,0.6666666666666666,1.1666666666666667,0.8125,-0.5583360019645347,-0.640866906283656,-1.304762082554368,0.7793343077204947,0.32473765635439544
Portugal,Clube Futebol Estrela da Amadora,PO1,2009.0,10.0,0.625,0.26666666666666666,0.3333333333333333,0.4,-0.4,1.1333333333333333,0.8666666666666667,1.2666666666666666,0.875,-0.5539797007394879,-0.6184336686160142,-0.8986843649392481,-0.24575398727755357,-1.5279775379247196,,,,,,,,,,,,,,,,,
Portugal,Leixões SC,PO1,2009.0,6.0,0.375,0.4,0.3333333333333333,0.26666666666666666,0.1,1.5333333333333334,1.0,0.9,0.375,-0.3514346796449472,-0.3753902844507145,-0.27351263280759724,0.6090424902095851,-0.719791071584372,PO1,2010.0,16.0,1.0,0.16666666666666666,0.2,0.6333333333333333,-0.8666666666666667,0.7,0.8333333333333334,1.7,0.5625,-0.45042952517990564,-0.5260325763922636,-0.8192692146271613,1.2516581305814012,-0.9294215681867181
Portugal,SC Olhanense,,,,,,,,,,,,,,,,,,PO1,2010.0,13.0,0.8125,0.16666666666666666,0.4666666666666667,0.36666666666666664,-0.5,0.9666666666666667,1.0333333333333334,1.5333333333333334,0.875,-0.6433809370575051,-0.6565261330870277,-0.6574382586514258,0.4014752494317677,-1.1085871716925915
Portugal,CD Trofense,PO1,2009.0,16.0,1.0,0.16666666666666666,0.26666666666666666,0.5666666666666667,-0.5666666666666667,0.7666666666666667,0.8333333333333334,1.4,0.6875,-0.5641493252295904,-0.5932912495644315,-0.27351263280759724,2.2331557974351504,-0.9218376881694589,,,,,,,,,,,,,,,,,
United Kingdom,Chelsea FC,GB1,2010.0,1.0,0.05,0.7105263157894737,0.13157894736842105,0.15789473684210525,1.868421052631579,2.263157894736842,2.710526315789474,0.8421052631578947,0.05,2.514033880434915,2.294756602403156,-0.41674580885649887,0.2926878621125271,0.850556813968106,GB1,2011.0,2.0,0.1,0.5526315789473685,0.21052631578947367,0.23684210526315788,0.9473684210526315,1.868421052631579,1.8157894736842106,0.868421052631579,0.05,2.4661420708454393,1.9248453866736457,-1.1746329845295451,-0.07707313697119736,-0.055771138653315844
United Kingdom,Arsenal FC,GB1,2010.0,3.0,0.15,0.6052631578947368,0.15789473684210525,0.23684210526315788,1.105263157894737,1.9736842105263157,2.1842105263157894,1.0789473684210527,0.2,0.7522966074875066,1.1566099808453794,1.9274493659613052,-2.680649149824277,1.7458797760397964,GB1,2011.0,4.0,0.2,0.5,0.2894736842105263,0.21052631578947367,0.7631578947368421,1.7894736842105263,1.894736842105263,1.131578947368421,0.25,1.423070324211022,1.1063850435928093,-0.9247110729275143,-1.074490203657272,1.059651634413005
United Kingdom,Manchester United,GB1,2010.0,2.0,0.1,0.7105263157894737,0.10526315789473684,0.18421052631578946,1.5263157894736843,2.236842105263158,2.263157894736842,0.7368421052631579,0.1,1.5873031426008202,1.7401943509837583,0.6251187132847474,-0.5435631724946979,0.4028953329322608,GB1,2011.0,1.0,0.05,0.6052631578947368,0.2894736842105263,0.10526315789473684,1.0789473684210527,2.1052631578947367,2.0526315789473686,0.9736842105263158,0.15,1.2628394233726026,1.629676371836301,1.324586131490762,-0.4397702521297683,1.6173630209461654
United Kingdom,Everton FC,GB1,2010.0,8.0,0.4,0.42105263157894735,0.34210526315789475,0.23684210526315788,0.2894736842105263,1.605263157894737,1.5789473684210527,1.2894736842105263,0.35,0.19246268053653473,0.3680517294980119,1.1460509743553706,-1.379814207101923,-0.04476614810358436,GB1,2011.0,7.0,0.35,0.34210526315789475,0.39473684210526316,0.2631578947368421,0.15789473684210525,1.4210526315789473,1.3421052631578947,1.1842105263157894,0.4,0.2386183709544699,-0.03439005197800234,-1.4245548961315757,-0.621118809709057,-0.6134825251864763
United Kingdom,Liverpool FC,GB1,2010.0,7.0,0.35,0.47368421052631576,0.23684210526315788,0.2894736842105263,0.6842105263157895,1.6578947368421053,1.605263157894737,0.9210526315789473,0.15,1.6284208886480669,1.2992400514728524,-0.937678069927122,-0.9152302989867972,0.4028953329322608,GB1,2011.0,6.0,0.3,0.4473684210526316,0.18421052631578946,0.3684210526315789,0.39473684210526316,1.5263157894736843,1.5526315789473684,1.1578947368421053,0.2,0.9675118806508098,1.2306667340506385,1.0746642198887313,-0.9838159248676278,0.5019402478798446
United Kingdom,Bolton Wanderers,GB1,2010.0,14.0,0.7,0.2631578947368421,0.23684210526315788,0.5,-0.6578947368421053,1.0263157894736843,1.105263157894737,1.763157894736842,0.7,-0.6077519156137243,-0.732721679350421,-1.4586103309977452,0.6643549886046297,-1.1639198506931974,GB1,2011.0,14.0,0.7,0.3157894736842105,0.2631578947368421,0.42105263157894735,-0.10526315789473684,1.2105263157894737,1.368421052631579,1.4736842105263157,0.65,-0.6442224748415278,-0.7239081412088404,-0.9247110729275143,0.7389953721355887,-1.4500496049862168
United Kingdom,Manchester City,GB1,2010.0,5.0,0.25,0.47368421052631576,0.34210526315789475,0.18421052631578946,0.7368421052631579,1.763157894736842,1.9210526315789473,1.1842105263157894,0.25,1.014817601481465,1.1417268430407734,0.6251187132847474,-0.45064639087167147,0.4028953329322608,GB1,2011.0,3.0,0.15,0.5526315789473685,0.21052631578947367,0.23684210526315788,0.7105263157894737,1.868421052631579,1.5789473684210527,0.868421052631579,0.1,1.2502722938950797,1.7619709607578586,1.8244299546948235,-1.074490203657272,1.3385073276795851
United Kingdom,Tottenham Hotspur,GB1,2010.0,4.0,0.2,0.5526315789473685,0.18421052631578946,0.2631578947368421,0.6842105263157895,1.8421052631578947,1.763157894736842,1.0789473684210527,0.3,0.5783369126722328,0.7368228106565792,0.885584843820059,-1.1939806438558733,-0.7162583696573521,GB1,2011.0,5.0,0.25,0.42105263157894735,0.3684210526315789,0.21052631578947367,0.23684210526315788,1.631578947368421,1.4473684210526316,1.2105263157894737,0.3,0.9706536630201905,0.9704928267895776,0.0749765734806085,0.10427542060808809,-0.33462683191989606
United Kingdom,Aston Villa,GB1,2010.0,6.0,0.3,0.4473684210526316,0.34210526315789475,0.21052631578947367,0.34210526315789475,1.6842105263157894,1.368421052631579,1.0263157894736843,0.4,0.25255784783635665,-0.05818480040611731,-1.7190764615330567,0.8501885518506793,-2.28307355328281,GB1,2011.0,9.0,0.45,0.3157894736842105,0.3157894736842105,0.3684210526315789,-0.2894736842105263,1.263157894736842,1.263157894736842,1.5526315789473684,0.35,0.0626785582691466,0.1154020907316973,0.3248984850826392,0.4669725357666622,-0.8923382184530565
United Kingdom,Birmingham City,GB1,2010.0,9.0,0.45,0.34210526315789475,0.2894736842105263,0.3684210526315789,-0.23684210526315788,1.3157894736842106,1.0,1.236842105263158,0.9,-0.8449696812709159,-0.8662564990973013,-0.41674580885649887,0.8501885518506793,-1.1639198506931974,GB1,2011.0,18.0,0.9,0.21052631578947367,0.39473684210526316,0.39473684210526316,-0.5526315789473685,1.0263157894736843,0.9736842105263158,1.5263157894736843,0.7,-0.6882074280128587,-0.7629096980169883,-0.9247110729275143,1.101692487294163,-1.4500496049862168
United Kingdom,Fulham FC,GB1,2010.0,12.0,0.6,0.3157894736842105,0.2631578947368421,0.42105263157894735,-0.18421052631578946,1.2105263157894737,1.0263157894736843,1.2105263157894737,0.55,-0.6741728899977378,-0.6055535352199551,0.885584843820059,0.8501885518506793,0.6267260734501834,GB1,2011.0,8.0,0.4,0.2894736842105263,0.42105263157894735,0.2894736842105263,0.15789473684210525,1.2894736842105263,1.2894736842105263,1.131578947368421,0.6,-0.5593943508682468,-0.6470497273730776,-0.9247110729275143,2.643155226718094,1.059651634413005
United Kingdom,Newcastle United,,,,,,,,,,,,,,,,,,GB1,2011.0,12.0,0.6,0.2894736842105263,0.34210526315789475,0.3684210526315789,-0.02631578947368421,1.2105263157894737,1.4736842105263157,1.5,0.55,-0.5845286098232931,-0.5658578072252983,0.0749765734806085,-0.8024673672883423,-1.728905298252797
United Kingdom,Blackburn Rovers,GB1,2010.0,10.0,0.5,0.34210526315789475,0.2894736842105263,0.3684210526315789,-0.3684210526315789,1.3157894736842106,1.0789473684210527,1.4473684210526316,0.65,-0.6267293368662996,-0.6845168496832809,-0.6772119393918105,0.6643549886046297,1.2982182950039511,GB1,2011.0,15.0,0.75,0.2894736842105263,0.2631578947368421,0.4473684210526316,-0.34210526315789475,1.131578947368421,1.2105263157894737,1.5526315789473684,0.8,-0.795028028571805,-0.7943889419816357,-0.1749453381214222,0.4669725357666622,1.6173630209461654
United Kingdom,Portsmouth FC,GB1,2010.0,20.0,1.0,0.18421052631578946,0.18421052631578946,0.631578947368421,-0.8421052631578947,0.5,0.8947368421052632,1.736842105263158,0.6,-0.7753858033448063,-0.6430094320282133,1.9274493659613052,0.7572717702276529,1.2982182950039511,,,,,,,,,,,,,,,,,
United Kingdom,West Bromwich Albion,,,,,,,,,,,,,,,,,,GB1,2011.0,11.0,0.55,0.3157894736842105,0.2894736842105263,0.39473684210526316,-0.39473684210526316,1.236842105263158,1.4736842105263157,1.868421052631579,0.85,-0.8327294170043744,-0.832409327549327,-0.1749453381214222,-0.34909597334012715,0.22308455461326437
